FamilyID,FamilySize,RecordId,Name,Masters,Disciples,Partner,Incarnation,NormalizedPlaces,SpiritualRegion,Sampradaya,BirthDate,SamadhiDate,BirthYear,SamadhiYear
FAM-020,3,recasMrurmAu0iQ8J,Sri Bhagavan Sri Swaminarayan of Gujarat (Sri Sahajanand Swami - Neelkanth Varuni),,recotj9QaQaUUzAbE;recjvIW2squH6mA0M,,,,Gujarat General,Swaminarayan,,,,
FAM-020,3,recotj9QaQaUUzAbE,Sri Pramukh Swami Maharaj  (BAPS-5th Guru after Swaminarayan) of Gujarat,recasMrurmAu0iQ8J,,,,,Gujarat General,Swaminarayan,1921-12-07,,1921,
FAM-020,3,recjvIW2squH6mA0M,Sri Yogiji Maharaj(BAPS-4th Guru after Swaminarayn) ,recasMrurmAu0iQ8J,,,,,Swaminarayan & Modern Gujarat,Swaminarayan,1892-05-23,1971-01-23,1892,1971
FAM-021,3,rech5NjFF9igacZOG,Sri Bhaskar Maharaj of Shegaon,recOFdAquHaua3csH,recops2O0wjNvudCR,,,,Gajanan Maharaj & Vidarbha Saints,,,1907,,1907
FAM-021,3,recOFdAquHaua3csH,Sri Gajanan Maharaj of Shegaon,,rech5NjFF9igacZOG,,,,Gajanan Maharaj & Vidarbha Saints,,1850's,1910-09-10,1850,1910
FAM-021,3,recops2O0wjNvudCR,Vasudev Maharaj,rech5NjFF9igacZOG,,,,,,,,,,
FAM-022,3,rec8CzHCFrZ3P5v06,Sri Bhramachaitanya Gondolekar Maharaj,recZIUYP9Lvl4Z1Hq,,,,,,,,,,
FAM-022,3,reckvQNbpExEDFhIS,"Sri Swami Chinmayananda of Tapovan Ashram, Dharamshala ",,recZIUYP9Lvl4Z1Hq,,,,Rishikesh-Haridwar Spiritual Corridor,,1916-05-08,1993-08-03,1916,1993
FAM-022,3,recZIUYP9Lvl4Z1Hq,Sri Tukamayi of Hingoli,reckvQNbpExEDFhIS,rec8CzHCFrZ3P5v06,,,,Nath & Shaiva Maharashtra,,1813-03,1887,1813,1887
FAM-023,3,rec4OqIqWOTDRvYLU,Sri Binod Bihari Das Babaji of Barsana,recF52jndG5wSaY9c;recf4vRbtCanSjor4,,,,,Braj Mandal,,1947,Still alive,1947,
FAM-023,3,recF52jndG5wSaY9c,"Sri Sri Bhaktivedanta Baman Goswami Maharaj of Navadwip ,",,rec4OqIqWOTDRvYLU,,,,Gaudiya Vaishnava Heartland,,,,,
FAM-023,3,recf4vRbtCanSjor4,Sri Srimad Kishorikishorananda Das Babaji Maharaj Goswami of Navadwip (Tinkodi Baba) ,,rec4OqIqWOTDRvYLU,,,,Gaudiya Vaishnava Heartland,Nityananda Sampradaya,,,,
FAM-024,3,recj3tFdEZ16m85Qs,Sri Daji Maharaj (Bhaiya ji Maharaj) of Nagpur,recZxEDfwSCOpkXyC,,,,,Gajanan Maharaj & Vidarbha Saints,,1910-01-29,1984-04-15,1910,1984
FAM-024,3,rec0WHeheDqNQnKw4,Sri Shafi Baba Kadari (Taji) of Nagpur,recZxEDfwSCOpkXyC,,,,,Gajanan Maharaj & Vidarbha Saints,,Unknown ,1970-01-27,,1970
FAM-024,3,recZxEDfwSCOpkXyC,Sri Tajuddin Baba (Auliya) of Nagpur,,rec0WHeheDqNQnKw4;recj3tFdEZ16m85Qs,,,,Gajanan Maharaj & Vidarbha Saints,,1861-01-27,1925-08-17,1861,1925
FAM-025,3,recDUrDJEvXGc72TG,"Sri Mahantji 108 Shivgiriji Maharaj of Neelgiri Parvat, Triyambakeshwar, Nashik, Madhya Pradesh",,recSqiUbE2a6zrjgf,,,,Nath & Shaiva Maharashtra,Juna Akhara,,1984,,1984
FAM-025,3,recSqiUbE2a6zrjgf,"Sri Sri 108 Sri Bhagat Giri Bacchu Maharaj of Amoleshwar Dham, distr. Umariya, Dindauri, Madhya Pradesh",recDUrDJEvXGc72TG,rec3D6iohFPg7iNya,,,,Madhya Pradesh General,Juna Akhara,Unknown ,Still alive (62+),,
FAM-025,3,rec3D6iohFPg7iNya,"Sri Thanapati Sukhdev Giri of Sri Panch Dashnam, Juna Akhara, Neelparvat, Triyambakeshwar, Nashik",recSqiUbE2a6zrjgf,,,,,Nath & Shaiva Maharashtra,Juna Akhara,,Still alive ,,
FAM-026,3,recS8S1NXfk8NgRoq,"Sri Parvathy Baul of Thiruvananthapuram, Kerala (originally from Bengal)",reci9HfgQoLxj6igt,,rec7pUhtDroFBKYZ9,,,West Bengal General; Kerala General,Baul,1975/ 1976,still alive,1975,
FAM-026,3,rec7pUhtDroFBKYZ9,"Sri Ravi Gopalam Nair of Nedumangad, Trivandrum, Kerala",,,recS8S1NXfk8NgRoq,,,Southern Kerala,Baul,,,,
FAM-026,3,reci9HfgQoLxj6igt,"Sri Shashanko Goshai of Shingar Village of Murshidabad District, West Bengal ",,recS8S1NXfk8NgRoq,,,,West Bengal General,Baul,1905,2007,1905,2007
FAM-027,2,rec041caipfsm61E9,"Mahant Sri Komalanand Giriji Maharaj of Muchukunda Goofa, Girnar ",recnR9BtC1LF5bWsh,,,,,Girnar & Nath Tradition,,1973,,1973,
FAM-027,2,recnR9BtC1LF5bWsh,"Sri Umed Giri Maharaj of Muchukunda Goofa, Girnar",,rec041caipfsm61E9,,,,Girnar & Nath Tradition,,,,,
FAM-028,2,recCS06A5SE7baG0N,Mahant Sri Mahakal Giriji Maharaj of Girnar,recrRhd31Aeu5IjXn,,,,,Girnar & Nath Tradition,,,,,
FAM-028,2,recrRhd31Aeu5IjXn,Sri Digambar Manmast Mahesh Giri Maharaj of Girnar ,,recCS06A5SE7baG0N,,,,Girnar & Nath Tradition,,,,,
FAM-029,2,rec87xFN9peRkTdhY,Mahant Sri Sri Sri 108 Sri Ramcharan Das Tyagiji Maharaj of Varanasi ,,receCbIjIoMadEX8E,,,,Kashi Region,Ramanandi Sampradaya,,still alive,,
FAM-029,2,receCbIjIoMadEX8E,Sri Sukhdev Das Ji Maharaj of Jaipur,rec87xFN9peRkTdhY,,,,,Rajputana Spiritual Centers,,,,,
FAM-030,2,recrHwxTGSlqDn2Ff,Paramahamsa Sri Pundalik Baba of Murtyjapur,,reckCTwbniQyfKdob,,,,Gajanan Maharaj & Vidarbha Saints,,1932-04-10,1985-10-10,1932,1985
FAM-030,2,reckCTwbniQyfKdob,"Sri Anashuya Mataji of Paradsinga, near Arunachala ",recrHwxTGSlqDn2Ff,,,,,Maharashtra General,,1926-05-05,1997-01-24,1926,1997
FAM-031,2,rec2Xmz15pP16n1dR,Paramahamsa Sri Swami Nigammananda ji Saraswati Deva of Calcutta,rec093BrDsvyYbvhP,,,,,Kolkata Spiritual Sphere; Jagannath-Puri Tradition; South Asia,"Tantra,Jnana; Shankaracharya Sampradaya",1880-08-18,1935-11-29,1880,1935
FAM-031,2,rec093BrDsvyYbvhP,Sri Bamakhepa Baba of Tarapith ,,rec2Xmz15pP16n1dR,,,,Shakta Bengal,,1837,1911,1837,1911
FAM-032,2,recj1Z8U2UixjGAOP,Sadhu T.L. Vaswani,,recijV9iaAVLbXW2F,,,,Modern Guru Centers,,,,,
FAM-032,2,recijV9iaAVLbXW2F,Sri Dada J.P. Vaswani of Pune,recj1Z8U2UixjGAOP,,,,,Modern Guru Centers,,1918-08-02,2018-07-12,1918,2018
FAM-033,2,receJdtoix1yXOu4k,"Sant Gajo Singh of Amritsar, Punjab",recKHsX7NM77DdRwx,,,,,Sikh Heartland,,1962-07-05,still alive,1962,
FAM-033,2,recKHsX7NM77DdRwx,"Sant Gyaneshwar Singh of Amritsar, Punjab",,receJdtoix1yXOu4k,,,,Sikh Heartland,,1935,2008-01-24,1935,2008
FAM-034,2,recmNqjW54MTnx5oZ,"Sant Sri Bhoja Bhagat of Amreli, Gujarat",,rec5bMBZLbIgDKTi3,,,,Gujarat General,,,,,
FAM-034,2,rec5bMBZLbIgDKTi3,"Sri Jalaram Babaji of Virpur, Gujarat",recmNqjW54MTnx5oZ,,,,,Swaminarayan & Modern Gujarat,,1799-11-04,1881-02-23,1799,1881
FAM-035,2,recXr00H5P0KlYhAO,"Sri 1008 Bhikhi Bai Ji Maharaj of Behind Gorakhnath Ashram, Pushkar, Rajasthan",rec1MAZOzdCRybJGN,,,,,Pushkar Tradition,,1919-01-29,2013-12-18,1919,2013
FAM-035,2,rec1MAZOzdCRybJGN,"Sri Sri 1008 Sri Anuvrat Swami Ji of Behind Gorakhnath Mandir, Pushkar, Rajasthan",,recXr00H5P0KlYhAO,,,,Pushkar Tradition,,,,,
FAM-036,2,rectxzbiD3OeRYLrv,"Sri Aditya Sabrup (Lal Baba) of Tara Mandir, Kangra",recpKvax2OFIJNQWT,,,,,Kangra Shakti Region,,1940s,alive,,
FAM-036,2,recpKvax2OFIJNQWT,"Sri Vishudhanand Ji Saraswati (Khir Baba) of Kangra, Himachal",,rectxzbiD3OeRYLrv,,,,Himachal Pradesh General,,1874 +/-,still alive,1874,
FAM-037,2,rec4bgn1KKkTDDEkG,Sri Amritananda Natha Saraswati of Devipuram,,recdMdwOnTHhwbwFI,,,,Modern Saints,,,,,
FAM-037,2,recdMdwOnTHhwbwFI,Sri Minati Patra Brahmacharini,rec4bgn1KKkTDDEkG,,,,,Kolkata Spiritual Sphere,,"1956/1957, around Janmashtami on a Thursday",,1956,
FAM-038,2,rec6IMLj9eDVWGP71,Sri Avadhuta Polai Tata Swami Venkatapalem,,recutsIc9XZrXmzXY,,,,Datta & Advaita Belt,,,Still alive ,,
FAM-038,2,recutsIc9XZrXmzXY,Sri Prabarkar Garu of Andhra Pradesh,rec6IMLj9eDVWGP71,,,,,Andhra Pradesh General,,,,,
FAM-039,2,rechvP0GkLNLWbCqe,"Sri Balabai of Nikamwadi village, Kolhapur",rec4UVZHlrTAqW16b,,rec4UVZHlrTAqW16b,,,Datta Sampradaya Belt,,1951,Still alive - 68 (2019) ,1951,2019
FAM-039,2,rec4UVZHlrTAqW16b,"Sri Satyendranath Swami of Nikamwadi village, Kolhapur",,rechvP0GkLNLWbCqe,rechvP0GkLNLWbCqe,,,Datta Sampradaya Belt,,1947 (approximately),2011-07-21,1947,2011
FAM-040,2,recW6BHfpK6hd8n7S,Sri Bhagat ji of Gorakpur (Gita Vatika) ,recf5WiUhs05Gg6dK,,,,,Gorakh Tradition,,1925,,1925,
FAM-040,2,recf5WiUhs05Gg6dK,Sri Radha Babaji of Gorakpur ,,recW6BHfpK6hd8n7S,,,,Gorakh Tradition,,,,,
FAM-041,2,rec1zHMns6EOTfUe7,Sri Chidambar Mahaswami Dixit ,,recNPHOM32FPJbH4o,,,,,,,,,
FAM-041,2,recNPHOM32FPJbH4o,Sri Eshwar Shastri Dixit ,rec1zHMns6EOTfUe7,,,,,,,1910-10-28,1988-12-11,1910,1988
FAM-042,2,recXXBTDJy7Tp8LoG,Sri Dadaji Dilip Kumar Roy of Pune ,,recXYK78omBVuEYQM,,,,Modern Guru Centers,,,,,
FAM-042,2,recXYK78omBVuEYQM,Sri Indira Devi of Pune,recXXBTDJy7Tp8LoG,,,,,Modern Guru Centers,,1920-03-26,1997-12-31,1920,1997
FAM-043,2,recCC420vYWEjA1ZK,"Sri Dadu Dayal ji of Naraina, Rajasthan",,rec2bbFehLglJVIEe,,,,Rajasthan General,,1544,1603,1544,1603
FAM-043,2,rec2bbFehLglJVIEe,"Sri Garib Das ji of Naraina, Gujarat",recCC420vYWEjA1ZK,,,,,Gujarat General,,1717,1778,1717,1778
FAM-044,2,recoGHUjw3ejyIp10,Sri Dhunda Maharaj of Pandharpur (Deglurkar),recwaqzrPJ8GnzVjC,,,,,Varkari Heartland,,,,,
FAM-044,2,recwaqzrPJ8GnzVjC,"Sri Gyaneshwar of Alandi, Pune",,recoGHUjw3ejyIp10,,,,Modern Guru Centers,,1275 AD,,1275,
FAM-045,2,recVkkhtVH8yfppid,Sri Dutta Das of Kolhapur ,recToCTKv11kDx7Ax,,,,,Datta Sampradaya Belt,,,Still alive ,,
FAM-045,2,recToCTKv11kDx7Ax,Sri Narayan Das Maharaj of Kolhapur,,recVkkhtVH8yfppid,,,,Datta Sampradaya Belt,,1808,1933,1808,1933
FAM-046,2,recfnKOjMiG6f1CTw,Sri Gangavarti of Bhadrinath,,recfC3aq74ATZisCg,,,,Char Dham & Upper Himalaya,,,,,
FAM-046,2,recfC3aq74ATZisCg,Sri Swami Dharmaraj Bharati Mouni Baba of Badrinath,recfnKOjMiG6f1CTw,,,,,Char Dham & Upper Himalaya,,1982,Still alive ,1982,
FAM-047,2,recZM3KMfTmphlQfL,"Sri Ganore Baba of Bhukum, near Pune",,,recQvIm2NIXuAvutD,,,Modern Guru Centers,,1918-12-19,1978-11-07,1918,1978
FAM-047,2,recQvIm2NIXuAvutD,"Sri Sita Mai of Bhukum, near Pune ",,,recZM3KMfTmphlQfL,,,Modern Guru Centers,,,2006,,2006
FAM-048,2,rec4elXmBtM7Xh3sw,"Sri Girinari Baba of Arail, Naini, Prayagraj",,recWO9W36FOMPA4fV,,,,Prayag Region,,Unknown ,,,
FAM-048,2,recWO9W36FOMPA4fV,"Sri Sachcha Baba of Arail, Naini, Prayagraj",rec4elXmBtM7Xh3sw,,,,,Prayag Region,,Unknown,,,
FAM-049,2,recaeoWdBMpV6js3e,"Sri Gori Shankar Giri (Nepal Baba - Chota Dadaji) of Sri Dada Darbar Sidhnat temple, Jodhpur, Rajasthan",recGiFrjeMnduqdeu,,,,,Rajputana Spiritual Centers,Swaminarayan,Unknown ,1990,,1990
FAM-049,2,recGiFrjeMnduqdeu,"Sri Swami Narayan Barah Dadaji Siddha Purushadas of Sri Dada Darbar Sidhnath temple, Jodhpur, Rajasthan ",,recaeoWdBMpV6js3e,,,,Rajputana Spiritual Centers,,Unknown,1958,,1958
FAM-050,2,recrFB4BzrxVE7gr6,"Sri Goswami Tulsidas ji of Tulsi Ghat, Varanasi ",,recQZKY6JlRy7W4tz,,,,Kashi Region,Ramanandi Sampradaya,1497-07-13,1623,1497,1623
FAM-050,2,recQZKY6JlRy7W4tz,"Sri Siddha Baba of Tulsi Goofa, Ram Ghat, Chitrakoot ",recrFB4BzrxVE7gr6,,,,,Uttar Pradesh General,,,1480,,1480
FAM-051,2,recgLw2yBtYPzYLhV,Sri Gunda Maharaj of Pandharpur (Siddha Sihasan Peetha) ,,recAtq7P7l6ZxatKD,,,,Varkari Heartland,,,,,
FAM-051,2,recAtq7P7l6ZxatKD,Sri Gunda Narayan Maharaj of Pandharpur,recgLw2yBtYPzYLhV,,,,,Varkari Heartland,,,Still alive ,,
FAM-052,2,recGNdSReai0re5Hu,Sri Hanumath Kali Vara Prasada Babuji Maharaj,,rec1WWN7Xb1ZRGGhA,,,,Coastal Andhra,,,,,
FAM-052,2,rec1WWN7Xb1ZRGGhA,Yogini Sri Chandra Kali Prasad Mataji ,recGNdSReai0re5Hu,,,,,Coastal Andhra,,,,,
FAM-053,2,recScF5b1ChfaQuFr,Sri Hum Itho Ikaan Sidap of Manipur ,,recyhz7fhVbudWcOu,,,,Manipur General,,,,,
FAM-053,2,recyhz7fhVbudWcOu,Sri Kuman Poreiton (Mauna Baba) of Assam,recScF5b1ChfaQuFr,,,,,Assam General,,,,,
FAM-054,2,recLUMkn9nchq6xSn,Sri Jaganath Das Ji Maharaj  ,,rec9f2J4B7qkcMQ3p,,,,,,,,,
FAM-054,2,rec9f2J4B7qkcMQ3p,Sri Raghavdas Ji Maharaj of Vrindavan ,recLUMkn9nchq6xSn,,,,,Braj Mandal,Ramanandi Sampradaya,,2015-01-25 10pm,,2015
FAM-055,2,recZQoZ10WJGCQxUR,"Sri Jiva Krishnadas Babaji of Pathbari Ashram, Calcutta ",,rec0OP1dCSvyKBTCm,,,,Kolkata Spiritual Sphere,Gaudiya Vaishnava,1899,1973,1899,1973
FAM-055,2,rec0OP1dCSvyKBTCm,Sri Nityananda Das Babaji of Calcutta ,recZQoZ10WJGCQxUR,,,,,Kolkata Spiritual Sphere,Gaudiya Vaishnava,1926,2010,1926,2010
FAM-056,2,recn1M2JOkfv9RJ4h,"Sri Kashi Nath Gagare Maharaj Dada of Mulund, Mumbai",recW7laXHVOzMRFpg,,,,,Modern Guru Centers,,1924-11-16,2012-03-15,1924,2012
FAM-056,2,recW7laXHVOzMRFpg,Sri Pachale Gaonkar Ji Maharaj of Hingoli/Mumbai ,,recn1M2JOkfv9RJ4h,,,,Nath & Shaiva Maharashtra,,1908,1985,1908,1985
FAM-057,2,recQnJiLpdWx5oj2e,"Sri Khappar Baba of Ahraura, Mirzapur, U.P. ",,recA18Pm6DOLH5ajY,,,,Kashi Region,,,1991,,1991
FAM-057,2,recA18Pm6DOLH5ajY,"Sri Sudarshan Dasji of Ahraura, Mirzapur, U.P. ",recQnJiLpdWx5oj2e,,,,,Kashi Region,,,25.01.2013,,2013
FAM-058,2,reccnulmO6FScVCsI,"Sri Krishna Chaitanya Das Babaji Maharaj of Navadwip, West Bengal 19 A",,recrEYRZ9hjV39ORO,,,,Gaudiya Vaishnava Heartland,,,,,
FAM-058,2,recrEYRZ9hjV39ORO,"Sri Vishwambhar Das Ji  Maharaj of Navadwip Dham, West Bengal ",reccnulmO6FScVCsI,,,,,Gaudiya Vaishnava Heartland,Gopal Bhatta Sampradaya,1885,alive,1885,
FAM-059,2,rec8dNXWS2LIRcLGe,Sri Krishna Saraswati Datt Maharaj of Kolhapur,,recFeb8DyNtLuEtfs,,,,Datta Sampradaya Belt,,1836-02-07,1900-08-20,1836,1900
FAM-059,2,recFeb8DyNtLuEtfs,Sri Naamdevji Maharaj of Pandharpur/Kolhapur,rec8dNXWS2LIRcLGe,,,,,Maharashtra General,,1835-04,1971-10-28,1835,1971
FAM-060,2,recEQQYgmuQftTjJl,"Sri Mahamandaleshwar 1008 Someshwar Giri Maharaj of Bijolai Ashram, Jodhpur, Rajasthan",recqFP7HP0TK5Q0xE,,,,,Rajputana Spiritual Centers,,1942,Still alive ,1942,
FAM-060,2,recqFP7HP0TK5Q0xE,"Sri Sri 1008 Paramahamsa Kishan Giri Maharaj of Bijolai Ashram, near Kailana Lake, Jodhpur, Rajasthan ",,recEQQYgmuQftTjJl,,,,Rajputana Spiritual Centers,,Unknown,2005,,2005
FAM-061,2,recmarxKCZnFGzlo0,Sri Mira Bai of Rajasthan,recwLihcAMWgrOkeh,,,,,Rajasthan General,,,,,
FAM-061,2,recwLihcAMWgrOkeh,Sri Ravidas of Varanasi,,recmarxKCZnFGzlo0,,,,Kashi Region,,Ca 1450,Ca 1520,1450,1520
FAM-062,2,recdMAels2akbjDQa,Sri Narendra Kumar Geerjanan (Dinesh) of Rose Hill Mauritius ,,,recyTkjSKsUMkXMGp,,,Global,,1935-05-29,2018-12-16,1935,2018
FAM-062,2,recyTkjSKsUMkXMGp,"Sri Rashmanee Geerjanan (Manee) of Rose Hill, Mauritius",,,recdMAels2akbjDQa,,,Global,,1942-05-27,2016-05-27,1942,2016
FAM-063,2,recyokcxEvhxvtyPk,"Sri Paramahamsa Sant Vedananda Saraswati Maharaj of Vedananda Tapovan, Dwarahat",rec6XzopLLlm06Rtt,,,,,Kumaon Saints; Rishikesh-Haridwar Spiritual Corridor,,1956,Still alive ,1956,
FAM-063,2,rec6XzopLLlm06Rtt,Sri Vitthalananda Saraswati (Vitthal Babaji) of Pandharpur/ Kurvapur,,recyokcxEvhxvtyPk,,,,Varkari Heartland; Datta Sampradaya Belt,,Unknown ,2014-07-18,,2014
FAM-064,2,rec5GvGX2G8pL2JKX,"Sri Potuluri Veerabrahmendhra Swami Varu of Brahmamgari Matam, Kadapa, Andhra Pradesh",,rec1tbLaeSzcd2o2S,,,,Andhra Pradesh General,,1608,1693,1608,1693
FAM-064,2,rec1tbLaeSzcd2o2S,"Sri Siddhaiah Swami of near Paluguvallapalle, Kadapa district, Andhra Pradesh",rec5GvGX2G8pL2JKX,,,,,Andhra Pradesh General,,,,,
FAM-065,2,recGZmNHXYJFpPf9e,"Sri Radhikadasji Maharaj of Mari (Paral?), Girnar, Ramji Ashram ",,recTJ9SOWK0p8ClDn,,,,Girnar & Nath Tradition,,,,,
FAM-065,2,recTJ9SOWK0p8ClDn,"Sri Tyagi Rameshwardasji Maharaj of Girnar, Rama Temple ",recGZmNHXYJFpPf9e,,,,,Girnar & Nath Tradition,,,,,
FAM-066,2,rec4X9Xuul5WnIpxq,Sri Ragavendarar Swamigal of ?? ,recAVeGTLNbxSMVs7,,,,,,,,,,
FAM-066,2,recAVeGTLNbxSMVs7,Sri Sri Vijayandeerar of Kumbakonam ,,rec4X9Xuul5WnIpxq,,,,Shaiva Siddhanta Heartland,,,,,
FAM-067,2,recT2VuCD6lF7YwX0,"Sri Ramdas Babaji of Pathbari Ashram, Calcutta  ",,rec1r3rtk9HfJiU4d,,,,Kolkata Spiritual Sphere,,1876,1953,1876,1953
FAM-067,2,rec1r3rtk9HfJiU4d,Sri Srimad Madhusudan Das Babaji Maharaj of Pathbari Ashram ,recT2VuCD6lF7YwX0,,,,,Gaudiya Vaishnava Heartland,,,,,
FAM-068,2,recKXywibOANlUi7r,"Sri Ramyananda Bharathi Swamini of Guntur, Andhra Pradesh",recds79Q1Tt4TrJeV,,,,,Coastal Andhra,,,,,
FAM-068,2,recds79Q1Tt4TrJeV,"Sri Siddheswarananda Bharati Swami of Guntur, Andhra Pradesh",,recKXywibOANlUi7r,,,,Coastal Andhra,,1937-01-23,Still alive ,1937,
FAM-069,2,recDXz1rB8pmUAiM9,"Sri Sadwi Pushpamata of Kaikalur, Krishna district, Eluru, near Guntur, Andhra Pradesh",reckQmTmjq7q6zGQO,,,,,Andhra Pradesh General,,1960-01-04,Still alive ,1960,
FAM-069,2,reckQmTmjq7q6zGQO,"Sri Sri Sri Shiva Satya Balayogi Swami ji of Kondangi Ashram, Kaikalur, Krishna district, Eluru, (near Guntur) Andhra Pradesh",,recDXz1rB8pmUAiM9,,,,Andhra Pradesh General,,1938-07-12,2002-07-11,1938,2002
FAM-070,2,recnthhKz3ywaXM8Q,"Sri Shanteshwar Maharaj ji Babaji of Sri Sri 1008 Ajneshwar Maharaj Ashram, Jodhpur, Rajasthan ",recLfl2CGYJTNN55c,,,,,Rajputana Spiritual Centers,Om Upasya Sampradaya,1939,Still alive ,1939,
FAM-070,2,recLfl2CGYJTNN55c,"Sri Tulsidas ji Maharaj of Jodhpur, Rajasthan ",,recnthhKz3ywaXM8Q,,,,Rajputana Spiritual Centers,Om Upasya Sampradaya,,,,
FAM-071,2,recbSiDH0qSzRl5vY,"Sri Shivpuri Baba of Kathmandu, Nepal",,recwALNXldWfBLASm,,,,South Asia,,1826,1963-01-28,1826,1963
FAM-071,2,recwALNXldWfBLASm,"Sri Todke Baba of Shivapuri, Nepal",recbSiDH0qSzRl5vY,,,,,South Asia,,1960-01-22,Still alive ,1960,
FAM-072,2,recvsfoIEOsRMKMsv,"Sri Siddha Datta Avadoota of Malleswaram, Andhra Pradesh",recmn633G3pzYKcYx,,,,,Andhra Pradesh General,,1953-08-22,Still alive ,1953,
FAM-072,2,recmn633G3pzYKcYx,"Sri Sri Krishna Paramahamsa Swami of Malleswaram, near Siddantam, Andhra Pradesh",,recvsfoIEOsRMKMsv,,,,Andhra Pradesh General,,1877,1996,1877,1996
FAM-073,2,receKwP5AatQcIms7,Sri Sri Nitya Gopal Avadhoot Maharaj of (Maha Nirvana Math;) Navadwip ,recHsKZhvosClISUN,recHsKZhvosClISUN,,,,Gaudiya Vaishnava Heartland,Avadhoot Sampradaya,1855,,1855,
FAM-073,2,recHsKZhvosClISUN,Sri Srimat Swami Nityapadanand Avadhoot of Navadwip ,receKwP5AatQcIms7,receKwP5AatQcIms7,,,,Gaudiya Vaishnava Heartland,Avadhoot Sampradaya,,,,
FAM-074,2,reckCzqScd99ZzKth,Sri Sri Siddha Chaitanya Das Babaji of Navadwip ,,recVBH9QlLXVBdYW9,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,,,,
FAM-074,2,recVBH9QlLXVBdYW9,Sri Srila Krishnadas Babaji of Navadwip,reckCzqScd99ZzKth,,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,,,,
FAM-075,2,recJZk6jvfhmm2Tea,"Sri Srimad Swami Lakshman Ramanuj of Sri Rangam, Phal Hari Jiyarmath ",,recich5ddJOLsUnVm,,,,Sri Vaishnava Tradition,Sri Vaishnava,1929, 06.05.2012,1929,2012
FAM-075,2,recich5ddJOLsUnVm,Sri Srimad Swami Parang Kush Ramanuj of Calcutta ,recJZk6jvfhmm2Tea,,,,,Kolkata Spiritual Sphere,,05.09.1933,14.07.2011,1933,2011
FAM-076,2,rec2kY7DzT3Kldfoc,Sri Sudama Das ji,,recRilUnKZLBWeHqG,,,,,,,,,
FAM-076,2,recRilUnKZLBWeHqG,Sri Vishnu Das Babaji of Vrindavan,rec2kY7DzT3Kldfoc,,,,,Braj Mandal,Ramanandi Sampradaya,,,,
FAM-077,2,recFjWjXyxkIFkeMr,Sri Swami Bhoomanand ji Maharaj of Uttarkashi,,recz8ehiRtPIbdX6A,,,,Char Dham & Upper Himalaya,,Unknown,1970,,1970
FAM-077,2,recz8ehiRtPIbdX6A,Sri Swami Ramji Maharaj (Udasin Saint) of Uttarkashi,recFjWjXyxkIFkeMr,,,,,Char Dham & Upper Himalaya,,1901,2013-11-13,1901,2013
FAM-078,2,reccunqD9m6z3jBCR,"Sri Swami Narayan Tirth Maharaj of Siddhayogi Ashram, Varanasi ",recZGXdXsTwRpOfc6,,,,,Kashi Region,,06.11.1915,02.03.2001,1915,2001
FAM-078,2,recZGXdXsTwRpOfc6,Sri Swami Shankar Purushottam Tirth Maharaj of Varanasi ,,reccunqD9m6z3jBCR,,,,Kashi Region,,1890,1958,1890,1958
FAM-079,2,rec7GxgNvmubmTvMM,"Sri Vishwaguru Avaduth Pagal Baba of Cuttack, Orissa ",rec37kfAtkuXhvjd8,,,,,Coastal Odisha,,,1969,,1969
FAM-079,2,rec37kfAtkuXhvjd8,"Sri Vishwaguru Baya Baba of Sailanga, Cuttack, Orissa ",,rec7GxgNvmubmTvMM,,,,Coastal Odisha,,,,,
FAM-080,2,recYsyXC0Rvgr28JH,Sri Yedehalli Ajji of Mughal Khod,recjdimhvlLtDD0Zs,,,,,Veerashaiva / Lingayat Belt,,1900s,still alive,,
FAM-080,2,recjdimhvlLtDD0Zs,Sri Yellaling Maharaj of Mughal Khod,,recYsyXC0Rvgr28JH,,,,Veerashaiva / Lingayat Belt,,,,,
